service_request_id,requested_datetime,updated_datetime,e,n,service_code,status,detail,year_requested,month_requested,processing_time_days
149,2013-04-17 14:52:13,2013-04-18 10:28:53,2681404,1249387,Strasse/Trottoir/Platz,fixed - council,"Kaum repariert, schon wieder kaputt.",2013,4,0.8171296296296297
150,2013-04-17 14:54:52,2013-04-19 16:35:05,2684343,1252121,Strasse/Trottoir/Platz,external,Höhe Brücke über Glatt. Glattuferweg Richtung Glattbrugg Seite Schrebergärten. Fussweg durch illegale Autofahrten zu den Schrebergärten kaum mehr passierbar.,2013,4,2.0695949074074074
647,2013-04-29 08:49:49,2013-04-29 09:20:04,2682481,1247101,Strasse/Trottoir/Platz,external,Veloleiche,2013,4,0.021006944444444446
151,2013-04-17 15:17:02,2013-04-18 09:45:05,2682203,1247371,Beleuchtung/Uhren,external,"Grüezi Die Beine des rechen Züri-Leus am Wappen (Hochhaus Seite Werdstrasse) sind seit Längerem defekt, d. h. sie leuchten nicht mehr :-(. Freundliche Grüsse",2013,4,0.7694791666666667
153,2013-04-17 15:20:12,2013-04-19 15:46:21,2683374,1247502,Strasse/Trottoir/Platz,fixed - council,Knauf bei einer Limmatgeländertüre fehlt,2013,4,2.0181597222222223
154,2013-04-17 15:24:37,2013-04-23 16:25:53,2682408,1250152,Abfall/Sammelstelle,fixed - council,Die Unterführung Bucheggstrasse ist schmutzig und wurde augenscheinlich lange nicht mehr Gründlich gereinigt,2013,4,6.042546296296297
155,2013-04-17 15:28:53,2013-04-23 13:38:10,2682278,1250084,Abfall/Sammelstelle,fixed - council,Die Wände auf der Bergseite an der Bucheggstrasse Sind auf einer Länge von ca 100m verschmiert.,2013,4,5.9231134259259255
156,2013-04-17 15:30:27,2013-04-18 10:40:24,2681818,1246359,Strasse/Trottoir/Platz,fixed - council,"Hecke aus angrenzendem Privatgrundstück ragt soweit aufs Trottoir, dass man bei Regen schon mit einem kleinen Schirm hängen bleibt, bzw. nicht zwischen Trottoir und den parkierten Autos durchkommt (blaue Zone)",2013,4,0.7985763888888889
157,2013-04-17 15:34:28,2013-04-18 10:29:19,2681022,1249753,Strasse/Trottoir/Platz,fixed - council,Schlagloch,2013,4,0.7880902777777777
158,2013-04-17 15:37:34,2013-04-17 17:07:45,2681755,1247823,Graffiti,fixed - council,Kinder sehen Graffiti,2013,4,0.06262731481481482
159,2013-04-17 15:42:39,2013-04-18 17:02:13,2682111,1249858,Grünflächen/Spielplätze,fixed - council,Defekter Zaun am Fussballplatz,2013,4,1.0552546296296297
160,2013-04-17 15:45:17,2013-04-19 12:51:34,2678587,1249385,Strasse/Trottoir/Platz,fixed - council,Veloständer-Abdeckungen hinter dem Bus 31 Wartedach: die vergammelten asbesthaltige Well-Eternitplatten sollten endlich fachgerecht entsorgt werden. Ich habe dies vor mehr als 1 Jahr melden wollen (via Tiefbauamt) aber es war niemand zuständig…,2013,4,1.879363425925926
161,2013-04-17 15:47:58,2013-04-18 10:55:05,2682077,1249886,Strasse/Trottoir/Platz,external,Loch in der Strasse. Sensordraht liegt frei,2013,4,0.7966087962962963
162,2013-04-17 15:50:42,2013-04-19 08:40:38,2685291,1251699,Strasse/Trottoir/Platz,fixed - council,"Mehrere Schlaglöcher auf Ca. 100 Meter Länge, für velofahrer zum teil gefährlich",2013,4,1.7013425925925927
163,2013-04-17 15:50:52,2013-04-18 10:20:13,2682055,1249850,Strasse/Trottoir/Platz,fixed - council,Meteorschacht an der Bushaltestelle ist abgesenkt. Es gibt jedes mal ein Knall wenn der Bus drüber fährt. Haltestelle bergwärts,2013,4,0.7703819444444444
179,2013-04-17 17:59:14,2013-04-19 16:25:05,2683775,1246613,Strasse/Trottoir/Platz,external,Einfahrt Verboten! Abends ständig Fahrzeuge die einem entgegenkommen!,2013,4,1.9346180555555557
165,2013-04-17 15:56:48,2013-04-18 10:55:10,2683028,1247677,Strasse/Trottoir/Platz,fixed - council,"Mehrere schwere grosse schlaglöcher auf beiden fahrbahnen insbesondere aber auf der linken fahrspur, sehr gefährlich mit dem motorrad",2013,4,0.7905324074074074
166,2013-04-17 16:00:54,2013-04-19 06:59:39,2682505,1250203,Strasse/Trottoir/Platz,fixed - council,Wurzelschaden durch Baum auf dem Trottoir (weniger schlimm wie wenige Meter weiter oben). Es fehlt auch Kopfsteinpflaster beim Baum.,2013,4,1.6241319444444444
168,2013-04-17 16:11:30,2013-04-19 16:25:05,2683452,1247101,Strasse/Trottoir/Platz,external,"Bei der letzten Strassenbelagserneuerung am Limmatquai wurde vergessen, an der Haltestelle Helmhaus den Fussgängerstreifen wieder anzubringen. Deshalb kommt es immer wieder zu gefährlichen Situationen zwischen Fussgängern, Autofahrern und Velofahrern. Auf Google Maps mit Streetview ist der Fussgängerstreifen noch klar zu sehen. http://goo.gl/maps/kzKDy",2013,4,2.0094328703703703
169,2013-04-17 16:20:44,2013-04-18 10:41:23,2680411,1246085,Strasse/Trottoir/Platz,fixed - council,Beschädigter Belag in der Mitte der Strasse. Schlagloch!,2013,4,0.7643402777777778
170,2013-04-17 16:20:50,2013-04-19 16:30:07,2682539,1250185,Strasse/Trottoir/Platz,external,"Kurz vor der Ampel hat es in Richtung Bucheggplatz eine Ausweichbucht. Obwohl es dort ein absolutes Halteverbot gibt, parkieren täglich bei Tag und bei Nacht diverse (meist die selben) Fahrzeuge. Selbst auf dem Satellitenbild auf Ihrer Seite sind zwei Autos parkiert. Das Problem an der Sache ist, dass diese Nische wohl dafür vorgesehen ist, dass Fahrzeuge den Rettungskräften mit Blaulicht ausweichen können, was sie aber durch die parkierenden Fahrzeuge nicht können. So sehe ich tagtäglich das Problem, dass Ambulanz, Feuerwehr und / oder die Polizei nur sehr schwer durchfahrt finden. Der Stadtpolizei wurde das Problem geschildert, aber passiert ist da gar nichts! Es sollte einem bewusst sein, das es hier um Menschleben gehen kann.",2013,4,2.0064467592592594
172,2013-04-17 16:24:50,2013-04-19 07:55:05,2684079,1252781,Strasse/Trottoir/Platz,external,Fussgänger- und Veloweg unter den Bahngeleisen Es türmt sich der Abfall könnte die Stadt mit der SBB eine bessere Lösung finden? Der Zaun ist auch dauernd defekt uns wird als Durchgang benutzt - von Personen die wohl hier keine Erdbeeren suchen??,2013,4,1.6460069444444445
173,2013-04-17 16:26:38,2013-04-22 20:44:47,2683863,1251529,Abfall/Sammelstelle,fixed - council,"Wiederkehrende Mülldeponie Fellenbergstrasse, vor Einfahrt Langgrütstrasse",2013,4,5.179270833333334
175,2013-04-17 17:24:55,2013-04-18 10:55:59,2681715,1248249,Strasse/Trottoir/Platz,fixed - council,Tiefes Schlagloch auf der rechten Fahrspur stadteinwärts.,2013,4,0.7299074074074074
176,2013-04-17 17:35:31,2013-04-18 10:43:52,2682571,1248597,Strasse/Trottoir/Platz,fixed - council,"Mitten auf der Heinrichstrasse besteht eine zwar unauffällige, aber recht Tiefe Delle im Asphalt. Für Velofahrer recht gefährlich!",2013,4,0.7141319444444445
177,2013-04-17 17:47:33,2013-04-18 14:04:55,2682083,1247933,Beleuchtung/Uhren,fixed - council,Strassenbeleuchtungen defekt,2013,4,0.8453935185185185
178,2013-04-17 17:51:13,2013-04-19 16:22:21,2683501,1251497,Graffiti,fixed - council,Telefonkabinen 2 Stück und noch etwas Unbekanntes in wirklich schlechtem Zustand.,2013,4,1.938287037037037
183,2013-04-17 18:07:12,2013-04-18 08:05:54,2681985,1248294,Beleuchtung/Uhren,fixed - council,Keine einzige laterne an der gamperstrasse. Sehr dunkel und fienster in der Nacht,2013,4,0.5824305555555556
185,2013-04-17 18:20:23,2013-04-19 16:30:07,2680488,1251038,Strasse/Trottoir/Platz,external,"Dia Ampel, welche es den Autos erlaubt in Richtung Höngg abzubiegen, ist unnötig lange rot und bei grün erlabt sie höchsten 4 Autos den Durchgang.  <br/>  <br/>    <br/>  <br/>  Mit freundlichen Grüssen ",2013,4,1.9234259259259259
186,2013-04-17 18:24:50,2013-04-23 13:20:24,2682563,1250234,Abfall/Sammelstelle,fixed - council,Beim Gehweg sind an der Wand in der Länge von ca. 20 Metern diverse Graffitis der Kurve entlang (z.T. unter den herabhängenden Hecken). Sind jedoch z.T. verblasst. Auch nach der Kurve hat es teilweise verdeckt hinter einer Hecke eine Türe (vermutlich ein Raum mit Strom oder ähnlichem) welche ebenfalls verschmiert ist.,2013,4,5.788587962962963
188,2013-04-17 18:30:25,2013-04-19 07:35:05,2682798,1246888,Strasse/Trottoir/Platz,external,"Am Bleicherweg befindet sich eines der vielen illegalen Velo-Piktogramme in der Stadt Zürich: Das Trottoir ist gemäss Strassenverkehrsgesetz Art. 43, Abs, 2 für die Fussgänger reserviert: ""Das Trottoir ist den Fussgängern, der Radweg den Radfahrern vorbehalten."" Solche Piktogramme geben den Radfahrern das Gefühl, dass das ganze Trottoirnetz der Stadt wie Radwege zu befahren seien.",2013,4,1.5449074074074074
189,2013-04-17 18:44:53,2013-04-19 16:25:05,2684061,1246513,Strasse/Trottoir/Platz,external,"Dieser Fussgängerstreifen über die Mühlebachstrasse ist viel zu lang, denn das Trottoir müsste bis auf die Höhe der beiden gelben Parkplätze vorgezogen werden. Die Grundregel für die Fussgängerstreifen lautet, dass sie so kurz wie möglich sein müssen, denn sonst sind die Fussgänger unnötig lang den Gefahren auf der Fahrbahn ausgesetzt.",2013,4,1.9029166666666666
191,2013-04-17 19:10:35,2013-04-19 07:48:17,2680621,1252564,Strasse/Trottoir/Platz,fixed - council,Belagsschäden wo mit drm Velo gefahren wird.,2013,4,1.5261805555555557
192,2013-04-17 19:38:27,2013-04-19 16:30:07,2682845,1251281,Strasse/Trottoir/Platz,external,Halteverbotstafel umgefahren,2013,4,1.869212962962963
194,2013-04-17 19:41:10,2013-04-22 21:24:09,2682118,1247862,Abfall/Sammelstelle,fixed - council,Strasse verschmiert,2013,4,5.071516203703704
195,2013-04-17 20:45:33,2013-04-18 10:57:24,2685449,1247986,Strasse/Trottoir/Platz,fixed - council,Strasse voller Schlaglöcher,2013,4,0.5915625
196,2013-04-17 20:50:42,2013-04-18 14:30:07,2680111,1246829,Strasse/Trottoir/Platz,external,"Schlagloch am Gullideckel, in Strassenmitte",2013,4,0.7357060185185185
197,2013-04-17 20:55:06,2013-04-25 07:52:02,2686401,1248379,Grünflächen/Spielplätze,fixed - council,Hier wurde offensichtlich Abfall entsorgt.,2013,4,7.456203703703704
198,2013-04-17 20:56:59,2013-04-18 10:19:13,2681911,1246042,Strasse/Trottoir/Platz,fixed - council,"Sehr tiefe Spurrillen in der Linksabbiegerspur der Manessestrasse. Für Velofahrer, die von der Bederstrasse her in die Giesshübelstrasse fahren, ist dies eine grosse Unfallgefahr. Ich habe mir an dieser Stelle aufgrund der Spurrillen nach einem Überschlag mit dem Velo bereits eine Rippe gebrochen.",2013,4,0.5571064814814815
199,2013-04-17 21:15:15,2013-04-18 10:15:47,2680412,1246086,Strasse/Trottoir/Platz,fixed - council,Riesenloch auf der Strasse ca. 30 cm durchmesser ca. 15 cm tief,2013,4,0.542037037037037
200,2013-04-17 21:35:45,2013-04-18 08:05:04,2683520,1247430,Beleuchtung/Uhren,external,"Defekte, gasbetriebene Strassenlampe. Brennendes Gas entweicht.",2013,4,0.43702546296296296
202,2013-04-17 21:47:26,2013-04-18 09:40:05,2683302,1248560,Graffiti,external,"Graffiti FCZ und auf Skulptur Aufgang Obstgartensteig ""bird""",2013,4,0.4948958333333333
203,2013-04-17 21:50:57,2013-04-18 14:03:35,2682422,1251635,Beleuchtung/Uhren,fixed - council,Licht defekt,2013,4,0.6754398148148149
204,2013-04-17 21:54:31,2013-04-23 07:52:16,2682449,1247095,Strasse/Trottoir/Platz,fixed - council,"Ort: Geh- und Velounterführung zwischen Sihlamtsstrasse und Enge-Tunnel, bei der Unterführung S4/S10 an der nach der Sihlhölzlistrasse: Die Regenrinne ist durchgerostet. Verletzungsgefahr für kleine Füsse und suboptimal für Velos. Danke fürs Flicken.",2013,4,5.415104166666667
205,2013-04-17 23:06:56,2013-04-23 16:09:58,2681390,1249301,Abfall/Sammelstelle,fixed - council,Kübel kaputt.,2013,4,5.710439814814815
206,2013-04-17 23:34:48,2013-04-19 16:30:07,2681225,1247194,Strasse/Trottoir/Platz,external,Weisse fahrbahnmarkierung fehlt (verkehr von busspur wegführend).,2013,4,1.7050810185185186
207,2013-04-17 23:44:51,2013-04-18 15:36:59,2681251,1247288,Strasse/Trottoir/Platz,fixed - council,Lose pflastersteine.,2013,4,0.6612037037037037
208,2013-04-18 00:39:18,2013-04-18 11:06:54,2681837,1249036,Strasse/Trottoir/Platz,fixed - council,Strassenbelagsschäden,2013,4,0.43583333333333335
209,2013-04-18 06:15:40,2013-04-19 06:58:33,2683290,1246768,Strasse/Trottoir/Platz,fixed - council,Gefährliches Schlagloch auf Radstreifen von Quibrücke her kommend auf Höhe Schiffsteg.,2013,4,1.0297800925925926
210,2013-04-18 06:55:34,2013-04-18 07:58:36,2681788,1248874,Beleuchtung/Uhren,fixed - council,Schutzabdeckung am Beleuchtung Kandelaber fehlt. Stromanschluss ist offen,2013,4,0.04377314814814815
211,2013-04-18 08:01:42,2013-04-19 14:29:00,2678927,1250940,Strasse/Trottoir/Platz,fixed - council,Schlagloch,2013,4,1.2689583333333334
212,2013-04-18 08:58:12,2013-04-18 11:06:30,2679183,1248493,Strasse/Trottoir/Platz,fixed - council,"Auf dem Fahrstreifen Richtung stadteinwärts hat es grosses Schlagloch mit ca. 40 cm Durchmesser. Das sollte - um Unfälle mit Velos etc. - zu vermeiden, möglichst bald ausgebessert werden.",2013,4,0.08909722222222222
213,2013-04-18 09:25:25,2013-04-19 06:57:02,2684239,1245424,Strasse/Trottoir/Platz,fixed - council,Grosses Loch im Boden seeseits Unterführung Hornbachstrasse/See,2013,4,0.8969560185185185
214,2013-04-18 09:49:03,2013-04-18 16:18:49,2682768,1247685,Strasse/Trottoir/Platz,fixed - council,"Es stehen in der Stadt Zürich temporäre, kostenlose Velopumpstationen zur Verfügung. Meist sind diese von Vandalen beschädigt. Gibt es eine Möglichkeit diese zu verbessern und fix zu installieren. Ich habe dieses Beispiel in der Stadt Oslo schon beobachten können.",2013,4,0.27067129629629627
215,2013-04-18 10:30:09,2013-04-23 15:06:42,2680227,1247533,Abfall/Sammelstelle,fixed - council,Dauernd (wöchentlich) wird hier Abfall deponiert. Auch vis a vis steht ein Schrank (gratis mitnehmen.,2013,4,5.192048611111111
216,2013-04-18 10:34:02,2013-04-22 09:03:31,2681656,1242756,Grünflächen/Spielplätze,fixed - council,Veloweg ist für normale Fahrräder nur schwer befahrbar ! (Belag wurde durch Forstarbeiten beschädigt),2013,4,3.9371412037037037
217,2013-04-18 10:43:45,2013-04-18 11:12:49,2679070,1251561,Strasse/Trottoir/Platz,fixed - council,Belagsloch bei Schachtdeckel,2013,4,0.020185185185185184
218,2013-04-18 11:31:04,2013-04-18 14:43:02,2682557,1243994,Grünflächen/Spielplätze,fixed - council,Loch in der Baumrabatte,2013,4,0.1333101851851852
219,2013-04-18 12:18:14,2013-04-19 06:56:31,2686662,1245913,Strasse/Trottoir/Platz,fixed - council,Straße ist in einem miserablen Zustand. Zwischen Carl Spitteler und Friedhof Witikon ist ein Feldweg mit dem ÖV ruhiger zu befahren. Sehr unebene Strasse mit vielen Schlaglöchern. Freundliche Grüsse ,2013,4,0.7765856481481481
220,2013-04-18 12:39:15,2013-04-19 11:17:01,2679778,1248123,Strasse/Trottoir/Platz,fixed - council,Schlagloch,2013,4,0.9428935185185185
221,2013-04-18 12:40:37,2013-04-25 10:25:15,2682998,1246541,Grünflächen/Spielplätze,fixed - council,Schlaglöcher auf Velospur,2013,4,6.905995370370371
222,2013-04-18 12:42:50,2013-04-23 14:28:50,2681320,1248030,Abfall/Sammelstelle,fixed - council,Mehrere illegal entsorgte Matratzen,2013,4,5.073611111111111
223,2013-04-18 13:02:09,2013-04-19 06:53:52,2687434,1245900,Strasse/Trottoir/Platz,fixed - council,Schlagloch in der Strasse beim Fussgangerstreifen,2013,4,0.7442476851851851
224,2013-04-18 13:21:49,2013-04-19 16:30:07,2681603,1249536,Strasse/Trottoir/Platz,external,"Das Fussgängersignal Seite Puls5 ist so abgewinkelt worden, dass man es von der Insel her nicht sieht. Es ist vermutlich ein Fahrzeug der Baustelle dran gekommen und hat es verschoben. Es müsste gerichtet werden. Besten Dank für die Weiterleitung und das Richten des Signals.",2013,4,1.130763888888889
228,2013-04-18 14:15:41,2013-04-19 09:08:52,2682448,1248435,Strasse/Trottoir/Platz,fixed - council,"Schlagloch im asphalt, rechte seite, also velospur. Gut 5 cm tief, ca 100cm lang, 30cm breit.",2013,4,0.7869328703703704
229,2013-04-18 14:28:07,2013-04-19 07:47:51,2682943,1251216,Strasse/Trottoir/Platz,fixed - council,Absperrpfosten krumm,2013,4,0.722037037037037
230,2013-04-18 14:45:37,2013-04-18 15:30:41,2682941,1248976,Grünflächen/Spielplätze,fixed - council,Der Fussballplatz ist seit Jahren ein einziger Sumpf. Die beiden Mannschaften spielen gezwungenermassen auf der Spiel- und Liegewiese. Bitte unternehmt endlich etwas. Besten Dank,2013,4,0.031296296296296294
4001,2014-05-13 07:33:00,2014-05-13 14:10:04,2682906,1248393,Strasse/Trottoir/Platz,external,Hydrant angefahren,2014,5,0.27574074074074073
232,2013-04-18 16:56:09,2013-04-19 07:00:39,2683620,1248213,Strasse/Trottoir/Platz,fixed - council,Loch,2013,4,0.5864583333333333
233,2013-04-18 17:23:54,2013-04-19 13:11:16,2681399,1249390,Strasse/Trottoir/Platz,fixed - council,"Ein massiver Poller steht an der Kreuzung Giesserei-Technoparkstrasse und ist so weit in die Giessereistrasse hinein gesetzt, dass sich Fahrzeuge beim Einbiegen von der Technoparkstrasse in die Giessereistrasse sehr oft schon beschädigt haben.",2013,4,0.8245601851851851
234,2013-04-18 17:34:09,2013-04-19 16:25:05,2685196,1246607,Strasse/Trottoir/Platz,external,Grünes Lichtsignal für Fussgänger leuchtet nicht.,2013,4,0.952037037037037
235,2013-04-18 18:23:02,2013-04-19 09:00:34,2682314,1248550,Strasse/Trottoir/Platz,fixed - council,Kaputter schachtdeckel,2013,4,0.6093981481481482
236,2013-04-18 18:36:11,2013-04-19 09:05:05,2683542,1246850,Graffiti,external,Eine violette Palme,2013,4,0.6034027777777777
237,2013-04-18 18:51:38,2013-04-30 16:21:08,2682595,1245109,Graffiti,fixed - council,Es wurde gemalt.,2013,4,11.895486111111111
238,2013-04-18 19:00:03,2013-04-19 07:10:35,2683103,1247137,Strasse/Trottoir/Platz,fixed - council,Teer ist hässlich bitte pflastern,2013,4,0.5073148148148148
239,2013-04-18 19:45:18,2013-04-19 15:48:03,2681835,1249401,Strasse/Trottoir/Platz,fixed - council,Mittlere Skulptur: Spitze abgebrochen,2013,4,0.8352430555555556
240,2013-04-18 19:59:31,2013-04-22 08:06:52,2680260,1247709,Strasse/Trottoir/Platz,fixed - council,"Loser, hervorstehender Randstein",2013,4,3.5051041666666665
241,2013-04-18 21:14:08,2013-04-19 07:15:04,2682249,1247356,Beleuchtung/Uhren,external,"An der Westseite des Stadthauses aussen ganz oben leuchten die Beine des einen Löwen vom Stadtwappen nicht, seit Wochen schon.",2013,4,0.4173148148148148
242,2013-04-18 21:40:58,2013-04-19 13:55:05,2681956,1249151,Strasse/Trottoir/Platz,external,"Betrifft: 8005 Heinrichstrasse Hausnummer 139 - 143 - 143 - 145 zwischen OTTO und Röntgenstrasse <br/>  <br/> Schutzpfosten auf Trottoir auf Höhe Kindergarten geknickt. <br/>  <br/> Anmerkung: Ich sehe infolge der Baustelle Gefahr für Kindergartenkinder. Seit auf Höhe Heinrichstrasse 141 EINBAHN ist, wird erstens die Einbahnstrasse nachts nicht befolgt und tagsüber wird mit weit mehr als 30 durchgebrettert. Die Strasse ist infolge Baustelle natürlich sehr breit und bietet sich zum Gasgeben an. <br/>  <br/> Ev. eine Temporäre Verkehrsbehinderung beim Ausgang Kindergarten`? Tempoanzeigetafel ? Blitzkasten ? Signal Kindergarten ? <br/>  <br/> Irgend so etwas wäre für die Dauer der Bauarbeiten sicherlich im Sinne der Kinder. Durch die ""gerade"" Strassenführung zwischen OTTO und RöNTGENSTRASSE wird dementsprechend gebrettert. Die Bauarbeiten sind ja nicht immer im Gange. <br/>  <br/> I <br/>  <br/> Zusätzliche Gefahr besteht nachts noch durch die defekte Strassenbeleuchtung. <br/>  <br/> Die Strassenlampe die am Haus Heinrichstrasse 141 an der Hausmauer befestigt ist ist DUNKEL.",2013,4,0.6764699074074074
243,2013-04-18 21:54:21,2013-04-23 16:12:39,2682602,1252309,Abfall/Sammelstelle,fixed - council,Kartonberge auf der Neunbrunnenstrasse,2013,4,4.762708333333333
