,detail
49496,Kartonabfall an der Strasse
49498,Sie üblichen Paletten
49500,Kurz nach der letzten Entsorgung leider schon wieder Abfall deponiert
49501,Keine Werbung für eine „saubere „ Stadt
49503,"Seit Monaten wird von den neuen Bewohner (Geflüchtete von der AOZ) der Alterssiedlung Abfall zur falschen Zeit deponiert. Verschiedene Nachbarn haben es schon bei verschiedensten Stellen gemeldet. Bitte kümmern Sie sich darum, das die AOZ die Geflüchteten instuiert, dass der Abfall korrekt entsorgt wird. <br/>  <br/> Und übrigens, die ganze Nachbarschaft ist enttäuscht und traurig, dass der Baum dort wo der Abfall rumliegt, gefällt wurde! <br/>  <br/> Vielen Dank."
49507,Die Dohle beim Fussgängerüberweg Rämistrasse/Oberdorfstrasse ist verstopft. Details siehe Fotos.
49508,Guten Tag <br/>  <br/> Durch Pizzaschachteln sind die Abfalleimer am Kartoffelmarkt Park überfüllt und die Abfälle liegen überall herum. Dies wird den ganzen Sommer über ein Problem bleiben. Welche Lösung kann man hier finden? Ggf.. Fotos sind beigefügt. <br/>  <br/> Freundlicher Gruss 
49509,Schrottvelo
49510,Palette
49512,Styropor
49513,Mobiliar
49514,Einkaufswägeli
49515,Abfall
49519,Diverses Material und Matratze
49520,Kleider
49521,Metallabfall
49523,Sessel
49525,"Einkaufwägeli bei VBZ auf Brücke, neben Lift"
49526,Abfall
49528,"Littering am Biocontainer <br/>  <br/> Essensreste und Plastik am Biocontainer. <br/>  <br/> Kann man der Verwaltung zu Videoüberwachung zwingen? Mehrere Schulen und Privathäuser haben Camaras die Öffentliche Bereiche überwachen <br/>  <br/> Diese Verschmutzungen gehen sogar gegen mehrere Gesetzte und das neue Wildtiergesetzt, wo Fütterung Verboten ist!"
49529,Zerbrochene Glasflasche und überall Glassplitter auf der Strasse
49530,Zerbrochene Glasflasche (wie fast jedes Wochenende) auf dem ganzen Emil-Oprecht-Platz)
49533,Sofa auf Trottoir
49535,Siehe Foto
49537,Abfall liegt herum + Kleider
49538,Metall liegt schon eine Woche da... Pappe neu... Bitte ALLES mitnehmen
49540,"Illegal entsorgte Küchengeräte, Kinderwagen, Spielzeug, andere Gegenstände und überall Abfall."
49541,Auf dem Trottoir entsorgte Möbel.
49543,Kissen
49544,Diverser Abfallen
49545,"Sofa und Salonrisxh illegal entsorgt. Möglicherweise wahr der Fahrer des Wagens  beteiligt. Aus einem solchen weissen Fahrzeug/Transport wurden heute Möbel für einen Umzug im Nachbarshaus. Ob es sich um die Personen handelt, welxhe das Sofa deponiert haben, habe ich nicht gesehen. Ein Zusammenhang ist möglich.."
49549,Defekter Roller
49550,"Ständerlampe, Wäscheständer"
49551,Elektro im Sack
49552,Sack mit Abfall
49553,Mobiliar
49554,Möbel
49556,Möbelstück
49557,Viel Vogelkot auf dem Trottoir bei der Bushaltestelle Bristenstrasse.
49558,"Guten Morgen, Abhang neben troittoir ist übersäht mit Müll, sehr ungepflegt. Leider kann man die kleinen müllteile nicht gut fotografieren. Auch der grünbewuchs wächst auf den troittoir."
49560,Defekter Glassammelkontainer
49561,Müllsack und couch
49563,Dieses Mal haben sie ein ganzes riesiges Sofa weggeworfen. Anstatt einfach jemanden zum Abtransport zu schicken.
49565,"Vor unserem Hotel Schweizerhof bei der Bushaltestelle ist ein Bodenablauf verstopft, wurde letzten Freitag entdeckt."
49566,Seit Monaten liegt dieser Abfall da und das Metallteil droht auf die Geleise zu fallen. Ort: über Tunnelportal beim Muraltengut. Freundliche Grüsse
49567,Abfalleimer ist voll;-)
49571,Müll und Kleiderspenden auf Strasse verteilt
49572,Es wird nicht besser…
49573,"Zerschlagene Flasche, Scherben liegen rum (Schaffhauserstrasse 163)"
49576,Abfall
49582,Illegal weisser Tisch hingestellt. Seit Wochen steht er dort. Rondell bei Reinhold-Frei-Strasse 51. 8049 ZH
49583,Möbeli
49584,Möbeli
49585,Gestell
49587,Grill
49588,Möbel
49589,Möbel
49591,Steht schon seit einer Woche dort
49594,Sonnenschirmständer steht seit Monaten hier. Viel Laub.
49596,"Guten Tag Bitte die gesamte Abfallsammelstelle reinigen. Um den Zaun herum hat es Abfall, Laub etc. was schon Monate dort liegt. Bitte Grundreinigung der gesamten Abdallsammelstelle durchführen. Vielen Dank Beste Grüsse Ursula Ponca"
49598,Abfall und Laub entlang der Parkplätze an der Stampfenbachstrasse.
49603,Müll
49605,"Deponiertes, defektes blaues Abfallsofa."
49608,Guten Tag <br/>  <br/> Aufgrund der Baustelle wurde der Bioabfall schon wieder nicht mitgenommen. Dies ist bereits das dritte Mal. <br/>  <br/> Vielen Dank und freundliche Grüsse
49610,"Kaputtes Velo, nicht abgeschlossen"
49617,Pfanne
49620,Beide Metallcontainer sind voll
49622,Sessel
49623,Tisch
49624,Stühle
49626,Bänkli versprayt
49628,Eingewachsenes Velo und Felgen
49629,Schrottvelo
49632,Schrottvelo
49637,Koffer
49638,Schrottvelo
49639,Eingewachsenes Velo
49642,Viele Glasscherben rund um Motorradparkplatz
49644,Metall und Kochplatte
49645,Paletten
49646,Kaputtes Velo
49647,Abfall und Erde mit Blähton in Baumscheibe
49649,Trottoir
49650,Metallabfall
49651,Strassenablauf untere Frohburgstrasse verstopft.
49655,"Verschiedener Müll. An dieser Stelle wird fast alle zwei Wochen illegal Abfall deponiert, verschiedenster Natur."
49658,Abfallsauerei hier links und rechts auf 80 Metern
49661,ERZ hat die Kartonsammlung an der Schifflände (Limmatquai 20) vom 17.4. wohl ausgelassen.
49668,Strassenablauf verstopft.
49672,Abfall Ansammlung
49673,Gemäss ihrer Antwort auf ein Hinweis vom 18.4. hätte ERZ die am 17.7. vergessene Kartonsammlung gestern abholen müssen. Dies ist nicht geschehen.
49674,Die gesamte Kartonmasse stammt von einem einzelnen Adressaten. Dies könnte geprüft und einschlägig gebüsst oä werden
49681,Abfall Name auf einem Paket <br/>  <br/> Aber alles IKEA <br/>  <br/> Bitte um Anzeige
49682,Nicht abgeholter Karton
49685,Der Ablauf für die Entwässerungsrinne (vom Klosterweg) ist verstopft.
49686,Eine weitere Verstopfung :-)
49689,"Dieser Stuhl wurde rausgestellt von jemandem, damit ihn jemand noch mitnimmt. Er ist nun seit zwei Wochen draussen und ich gehe stark davon aus dass niemand einen solch kaputten Stuhl mitnehmen möchte."
49690,Wasser läuft nicht mehr ab!
49699,Am besten alle Abläufe in der Orellistrasse aussaugen.
49700,"Eine Information bezüglich der Reparatur des Unterflurcontainers wäre nett, seit 4 Wochen stehen nun einfach Rollcontainer rum"
49708,"Guten Tag, der Abfluss ist noch immer verstopft."
49709,Sessel
49710,Abfall
49711,Abfallsack
49712,Lampe
49713,Palette
49714,Gulli verstopft
49715,Schrottvelo
49716,Palette
49718,Holzabfall
49721,Einkaufswägeli
49722,Abfallsack
49723,Sperrgut auf der Strasse bzw. Trottoir. <br/>  <br/> Ich danke Ihnen für ihre Arbeit!
49729,Verschmutzung des öffentlichen Grundes. Mal wieder.
49730,Metallplatten aus plakatanschlägen sind herausgebrochen und liegen herum
49736,Mikrowelle und Kaffemaschine.
49741,Möbel seit Tagen da deponiert
49742,"Guten Tag Bei der letzten Kartonsammlung am 10. April wurde der Karto rechtzeitig auf dem vor dem Haus deponiert. Da er hinter geparkten Autos offenbar nicht gut sichtbar war, wurde er nicht entsorgt und löst sich nun im Regen langsam auf. Wir haben das schon früher mitgeteilt, da es schon mehrmals vorgekommen ist. Bitte beachten, dass hinter den Autos Karton zum Abholen bereitstehen kann. Vielen Dank – auch sonst für die gute Pflege des öffentlichen Raums :-) Wir wissen das zu schätzen."
49745,Müll verteilt
49748,Wahrscheinlich Abfall von einem wilden Tier verstreut
49751,Alte Kaputte Stühle auf dem Bürgersteig
49753,Taubendesaster Perron 6/7
49755,... und wieder über das Wochende
49756,Abgestellt
49757,Wägeli mit Abfall
49759,Scherben
49760,"Jemand hat Styropor abgelagert, das offenbar auf die Fahrbahn gerutscht ist und dort von Fahrzeugen überfahren und in kleine Stücke gebrochen wurde, jetzt über 30m Susenbergstrasse verstreut."
49761,"Jemand hat Styropor abgelagert, das offenbar auf die Fahrbahn gerutscht ist und dort von Fahrzeugen überfahren und in kleine Stücke gebrochen wurde, jetzt über 30m Susenbergstrasse verstreut."
49765,Betrifft ebenfalls den Abfalleimer beim Spielplatz. Beide wurden seit Tagen nicht geleert und sind randvoll.
49767,Holzlatten
49768,Abfall
49769,Gulli verstopft
49775,Ganz viel Abfall rund um die Haltestelle Albisgütli
49777,Abfall
49779,Grüncontainer mit Abfall
49780,Schrottvelo
49781,Einkaufswägeli voll Abfall
49782,Stuhl
49784,"Grüezi mitenand auch dieser Platz ist ein Hotspot für Abfall ""gratis mitnehmen"". Im Geschäft am Platz hat auch jemand eine Notiz hinterlassen. Dort sollte auch eine Tafel aufgestellt werden. Auch dort wird der Abfall seit Jahren gratis mitgenommen. mit freundlichen Grüssen Ralph Denneler"
49785,Einkaufswägeli
49789,Beim Kartonsammeltermin vom 16.4. wurde der bereitgestellte Karton in die Seefeldstrasse verweht.
49794,Seit Tagen liegt Abfall / Karton und Styropor unter dem Baum.
49796,Seit mehreren Tagen steht ein entsorgter runder Tisch bei den Abfallkontainern. Er wird jedoch von der Abfuhr nicht mitgenommen. Bitte beseitigen!
49797,Der Abfluss auf der Strasse (Dole) vor dem Haus Bächtoldstrasse 11 ist vollständig zu. Hier kann zzt. kein Wasser abfliessen.
49798,Die Kleidersammlung ist überfüllt und gespendete Kleider liegen zerstreut herum.
49801,Duttweiler Schild verklebt vom FCZ
49811,Abfall
49812,Die Busstation Riedbach ist grad ziemlich verschissen. Kann da mal bitte jemand vorbeikommen und dies reinigen?
49813,Abfall auf Spyristeig
49814,TEL tex hat neben den Stadtcontainern einen Textilcontainer aufgestellt. Wiederholt war und ist er überfüllt und die Leute deponieren die Säcke mit den Textilien daneben. TEL tex hat für Ordnung zu sorgen.
49821,Toter Vogel
49822,Möbel
49825,Autoräder
49826,Sessel
49827,Mobiliar
49828,Bügelbrett
49829,Elektro trotti im bach
49833,Sperrgut auf der Strasse
49835,Sofa
49838,"Team, seit nun ca 35 Jahren steht die Walze verlassen im Wald. Wer mag die wohl dort DEPONIERT haben und denkt die löst sich von selbst in Luft aus ? Einmal stand diese rechts vor jahren auf der linken Wald seit. Bitte mit den Waldbesitzern abklären das diese Stück ENTSORGT wird. Herzlichen Dank."
49840,Bauschutt und Scherben auf Trottoir vor dem Lager des Opernhauses (da wo es gebrannt hat).
49846,Kehrichtsackberg
49847,Der Pfosten mitten auf dem Europaplatz ist beklebt und beschmiert.
49849,Wieder vermüllt
49851,Die öffentlichen Bänke sind verschmutzt und so nicht nutzbar
49852,Der Karton wird hier sehr oft zu spät hinausgestellt.
49853,Scherben beim Spielplatz gefährlich
49854,Abwasserdeckel eingedrückt durch eine Baumaschine.
49857,Mobiliar
49858,Bettrahmen
49859,Einkaufswägeli
49860,"Heinrichstrasse 120, 8005 Zürich. Am 30. April wurde ""wild"" entsorgt: 1 Sofa, 1Clubtisch, 1 Matratze blockieren den Platz für Abfall-Container, welche an Abfuhrtagen wiederum das Trottoir blockieren. Es haben sich schon Mäuse angesiedelt. Die Bewirtschaftung* kümmert sich offensichtlich nicht. *PRIVERA AG, Husacherstrasse 3, CH 8304 Wallisellen, Tel 058 715 6010. Die Sachen stehen vor dem Haus, eventuell auf Privatgrund. Könnte ERZ trotzdem etwas unternehmen? Vielen Dank ."
49870,Abfall
49871,Sessel
49872,Einkaufswägeli
49873,Gestänge
49874,Leider wurde das Wägeli noch nicht abgeholt
49881,Hier ist der trottoir verschmiert
49886,Ohne Worte
49887,Tisch
49888,Sofa
49890,"Wannwird dieser Abfallkübel endlich ersetzt. Es ist unmöglich, die Säcke abzureissen."
49892,Grafitti 
49894,Migros Wägeli auf Inseli.
49895,E-Trottinett steht im Weg
49896,Sofa Abfall
49897,Stühle Abfall
49898,E-Trottinett steht im Weg. Auf der gegenüberliegenden Strassenseite (Motorenstrasse 9) steht Abfall „gratis zum Mitnehmen“
49908,"Die Wildbachstrasse sieht nach Monaten Baustelle aus wie der Wilde Westen. Die Strassen sind extremst verstaubt. Selbst Regen hilft nicht mehr. Die Wohnungen, Balkone und Fenster sind Nonstop verstaubt. Kann das nicht gelegentlich gereinigt werden?"
49911,"Illegale Abfallentsorgung, Möbel, Kleider etc., seit Mittwoch 10.04. dort. Sollte bis 17.04. abgeholt worden sein, bisher nichts passiert. Abfall immer noch dort."
49912,Stühle
49913,Palette
49914,Abfall
49915,Abfall
49916,Durch Abfall verschmutzt
49917,"Abfall überall, auch Grüngut"
49918,Illegale Müllentsorgung
49933,Matratze
49937,"Guten Tag, leider wurde die Ölspur (Meldung vom 12.04.24) noch nicht beseitigt."
49940,Unordnung
49941,"Guten Tag <br/>  <br/> Der Bioabfall wurde gestern leider wieder nicht abgeholt. Gerne können Sie uns darüber informieren, wohin wir den Container stellen sollen, damit dieser geleert wird. <br/>  <br/> Vielen Dank und freundliche Grüsse"
49942,Einkaufswägeli bei VBZ
49943,Strassennamensschild beidseits verklebt und unlesbar
49945,Autorad
49946,Abfall
49947,Einkaufswägeli
49948,Bügelbrett und Hocker
49949,Pneu liegt seit über 1 Woche auf dem Trottoir.
49951,Möbel
49952,Mobiliar
49953,Einkaufswägeli mit Hundekot
49954,Palette und Holzabfall
49955,Einkaufswägeli mit Abfall
49956,Kindersitz
49957,Seit 3 Wochen liegt hier Katzenstreu über das Trottoir verteilt
49960,Sammelstelle voll. Nur noch von der Strassenseite benutzbar.
49967,Defektes Zelt
49968,"Hello Team, <br/>  <br/> There is a shopping cart in the river. <br/>  <br/> Thanks, Mauro"
49974,Alter stuhl
49975,Müll
49977,Sehr viel Taubendreck und Unordnung.
49978,Einkaufswägeli
49979,Sofa
49980,Abfall
49981,Einkaufswägeli
49982,Styropor und Abfall in Baumscheibe
49983,"Dreckige Bushaltestelle (Verpackungen, Zigaretten)"
49988,Poschtiwägeli im Wasser seit Wochen
49990,"Wie bei den letzten Meldungen, jede Menge Müll. Die AOZ wurde von verschiedensten Nachbarn informiert. Bitte stellen Sie ein Schild mit der Abfallordnung in verschiedenen Sprachen auf oder suchen Sie eine andere Lösung."
49991,Verdächtiges Velo
49992,"Guten Tag <br/>  <br/> Können Sie die Tell-Tex bitten, möglichst bald für eine Keerung an der Tuchmacherstrasse vorbeizukommen? Es stapeln sich über 20 Säcke vor dem Container. Danke! <br/>  <br/> MfG, J. Levy"
49993,"Bereits vor einer Woche habe ich Ihnen gemeldet, dass der Container von TEL tex überquillt und Kleidersäcke haufenweise daneben liegen. In der Zwischenzeit sind neue hinzugekommen. Bitte nehmen Sie sich des Problems an."
49994,Plastic road block piece in Limmat
49997,"Es ist modern ""den Mist"" irgendwo zu deponieren (Tramschleife/Gebüsch)"
49998,Möbel
49999,Bilder sprechen für sich. Vön Öl bis zu Kleider alles vorhanden sehr stark verschmutzt <br/>  <br/> Bitte schnell handeln.
50000,Monitor
50001,Abfall
50002,Velo
50003,Kindersitz
50004,Geschirrspühler
50005,Velorad
50008,Einkaufswägeli
50009,Einkaufswägeli
50013,Am Waldrand Kreuzung alte Regensdorferstr./Heizenholz 8049 Zürich wurde eine Autodachbox entsorgt.
50015,Es liegt Abfall dort und Dosen werden vom Wind überall hin geweht.
50017,Bettrost
50021,Einkaufswägeli
50023,Grosser Karton mit Styropor
50024,Müllsack seit vorgestern (Di) hier. Freundliche Grüsse
50026,Matratzen
50027,Abfallberg
50032,Einkaufswägeli hier wurde immer noch nicht abgeholt
50036,Kindersitz
50040,Sperrgut/Karton
50042,Karton liegt auf der ganzen Strasse verteilt
50046,Guten Tag <br/>  <br/> In der Bäckeranlage ist an einem grossen Baum in der Wiese diverser Abfall deponiert worden. Dieser liegt dort schon seit Tagen. Ich bitte um Entsorgung durch das ERZ. <br/>  <br/> Freundliche Grüsse <br/>  <br/> David Bäuerle
50047,Abfall
50048,Kühlschrank
50050,Stühle
50052,Müllsäcke
50054,"Foto von gestern, Donnerstag 2.4.24. Bis heute hat sich der Müll vermehrt und verteilt."
50061,Pappe ist noch draussen
50062,"Überall im Quartier (Schwamendingen) türmt sich der Müll in und neben Containern. Er wird jetzt von Tieren verschleppt, müsste dringend abgeholt werden!"
50063,Noch ein Beispiel in nächster Nachbarschaft: Der Müll türmt sich auch hier in und neben den Containern und stinkt schon ordentlich. Der Müll müsste viel häufiger abgeholt werden!
50064,"Noch ein typisches Beispiel für die heutige Situation in Schwamendingen: alle Container mehr als randvoll, am Überquellen."
50069,Wieder einmal flomi an dieser ecke. 
50073,Abfall bei der Fluss gelassen.
50081,Bitte wegräumen
50084,Das Trottoir ist total versifft. Unglaublich dieser Dreck.
50085,Monitor steht jetzt hier
50086,Zum schutz der Fussgänger wurde eine barriere installiert doch seit 2 Wochen ist sie offen
50089,Glasscherben auf dem Veloweg direkt an der Ampel seit mindestens Freitag.
50090,Rote und gelbe Scherben auf Veloweg direkt an der Ampel seit mindestens Freitag; vermutlich von Unfall
50091,Kaputter Migros-Einkaufswagen
50092,"Versenktes Velo und versenkter e-Scooter sowie etwas kleinmütig im ententümpel, am südlichen Ende direkt unterhalb der s Tors wäre schön, wenn man das herausfischen könnte, bevor sich giftige Stoffe aus dem Akku lösen"
50095,"Auf dem Veloweg steht ein Container und stellt eine massive Gefahr, da dieser nicht einsehbar ist für Velos die dort um die Kurve fahren. Achtung: Sowieso schon Gefahrenzone durch enge Kurve und Kreuzung mit Fussgängerinnen."
50096,Grosser Fernseher und Abfallsack
50098,Schrottvelos
50099,Leihvelo im Bach
50103,Falscher Zeitpunkt
50105,Can you please come to repair the bin and clean the street? The place smells horribly.
50106,Müllablagerung bei der Feuerstelle
50108,Abfall
50110,"Schln wieder alles vollen. Kinder trägen den ganzen Müll nach vorne! Ps: das isch das Bild von letzter Woche, aktuell ist es etwa gleich schlimm."
50112,"Uns ist aufgefallen, dass sehr viele Leute aus dem Quartier entweder über den Dachslernweg oder die Spirgartenstrasse zum Lindenplatz laufen oder von dort nach Hause und viele entsorgen auf diesem Weg ihren Abfall in den Hecken, im Gebüsch oder den Wiesen entlang des Dachslernwegs oder der Spirgartenstrasse und es steht an beiden Strassen nirgends ein öffentlicher Abfalleimer für Zigarettenstummel, Verpackungen von Take Away food oder Flaschen. Wäre es ev. möglich einen öffentlichen Abfalleimer zum Beispiel an der Ecke Dachslernweg/Spirgartenstrasse zu platzieren?"
